# Z BIN1 BIN2 BIN3 BIN4 BIN5 BIN6
0.685 0.007712147587517839 0.06118998163088785 4.346852648634952 2.4778471185901614 0.21554264780476623 0.17338087245161998
0.6950000000000001 0.006826331366995449 0.05120470633214288 3.638423445749182 3.0756503075982753 0.2528835231818566 0.18428602627222782
0.7050000000000001 0.005994251069014978 0.04375556748366647 2.886723004667072 3.701718241302507 0.2970928499216084 0.2005873547111229
0.715 0.005114704381266914 0.037212783996884935 2.226959942285949 4.252237204362234 0.34757319385273205 0.21959212796583436
0.725 0.00430834209321085 0.031274697322583235 1.659067061148053 4.734253801372088 0.40503660868135116 0.2424632787507314
0.735 0.0036604472753748443 0.026936407318408684 1.1970976164464662 5.122818065619712 0.4751024876584034 0.2713886013061457
0.745 0.0032215585221069057 0.022462670515613663 0.8495314234146819 5.420126738792572 0.5664796812256909 0.3056384532478994
0.755 0.0031167317658773058 0.019077184413813515 0.5902216302332656 5.614213289731634 0.6895130540534801 0.3440510727654712
0.765 0.003123422211201947 0.016453152277626653 0.40937679971434615 5.710547872018662 0.8513241970337534 0.3860011736209166
0.775 0.0028145605051958563 0.014533801878314852 0.2869665538273656 5.710346237123024 1.067452349138679 0.4384080123722744
0.785 0.0023830651859812245 0.013153258368021574 0.214382285111374 5.6253092519295596 1.3394787902733483 0.49756642169056225
0.795 0.0019334125131806785 0.011961988760266912 0.16786801747874458 5.45379478542554 1.6895010584908405 0.5592473454460587
0.805 0.001493533647017459 0.010130883666026925 0.1356681340532782 5.1822379060126575 2.1397907405981726 0.6358634171807155
0.8150000000000001 0.0012683231206350905 0.008490369758381258 0.11219529599213 4.811176121436214 2.6894613239959435 0.7272400777324758
0.8250000000000001 0.0011788079576578333 0.007356576708901138 0.09530558875287964 4.327341721257584 3.304332683605395 0.8301678210467957
0.835 0.0010995579831542478 0.006386571446689346 0.08243437719008283 3.77783675208487 3.9607619805889827 0.9468852734351861
0.845 0.001163435636993266 0.005784801464925807 0.07104068678818645 3.1852816799958403 4.631103568901971 1.0780832435934602
0.855 0.0011111971615083984 0.005344932320612619 0.06167080145065965 2.603590427707649 5.24667722165181 1.232418977295213
0.865 0.0009660064719598138 0.004696815755208881 0.0544963655114187 2.0996432222378028 5.717284100418014 1.418709731823414
0.875 0.0009070862930448051 0.004157683839364036 0.04953490210703001 1.6699141595199376 6.022876361887913 1.6692527628205225
0.885 0.0008869879714120589 0.003793560602913483 0.04479311695049943 1.313068031902225 6.134004951457667 1.9892073792749894
0.895 0.0009863460558220218 0.003576518857239681 0.040455219734227804 1.0216822389706806 6.024745154601253 2.3560457508066164
0.905 0.0012092301364942902 0.003342481295213881 0.035152509390635904 0.7845147556288271 5.756038491969646 2.7621355637399065
0.915 0.001459642278434208 0.0031903930572799184 0.030899018941589657 0.5943345329255193 5.3532341406843695 3.1758788333923333
0.925 0.0016918042425099057 0.0031060073974618764 0.026489313106065875 0.45302961089693167 4.861134789074773 3.569107989209955
0.935 0.0018574472659951562 0.003036161485445366 0.023126557814149396 0.34757733560370985 4.318498216010214 3.9116575984773965
0.9450000000000001 0.0018011711538034841 0.003086606626775572 0.02040372020743467 0.2675200628356817 3.7756421813202676 4.1943694072058895
0.9550000000000001 0.0016445327361401419 0.0029866131077861085 0.018206931640884744 0.20851286401346003 3.255456240880175 4.384052326648469
0.965 0.0013710917935105338 0.003150386847848646 0.016278482467248282 0.1622607290275215 2.77097190425506 4.469096385168079
0.975 0.0010000889915211695 0.003280082643177368 0.014873159069086607 0.12841009698582853 2.3262588270269715 4.47742789281558
0.985 0.0007511554557719812 0.0034386735014006447 0.013849576545037259 0.10434700417942883 1.9322650355665263 4.420845925877672
0.995 0.0005823166807540465 0.0034167215540875035 0.012626464696421598 0.0869353378517258 1.5805877247035378 4.310694237520093
1.005 0.00046212211902494634 0.003234906488557969 0.011886166598492153 0.07328964401682829 1.2837063439280505 4.150615504132016
1.0150000000000001 0.00038349899608796517 0.002971962444949805 0.011115263409298973 0.0628034019891529 1.046702568363276 3.951509299201476
1.025 0.0003788734294670171 0.0027819735988165407 0.010536219307499371 0.05447109431287689 0.8474399406505858 3.7355045456610423
1.0350000000000001 0.0003430115856107918 0.002619990598787951 0.009994305896793941 0.04788802989666119 0.6847331773834728 3.5043243535097326
1.045 0.00032179148777559426 0.002368058324531371 0.009723520097520597 0.043287863159389026 0.5456769778424415 3.254649726471372
1.0550000000000002 0.0003531679392515532 0.0023990420546081918 0.009077982602157869 0.039414483457326704 0.4368416856177749 2.9727424823782074
1.065 0.0003558325327969841 0.002438031246712457 0.00849275992804756 0.03605360415659131 0.35320864400328755 2.6810614987406702
1.0750000000000002 0.0003712318870363339 0.00266503299607748 0.008304291199537465 0.03310844526614419 0.28797319359916473 2.372933467247082
1.085 0.00036430934266163696 0.0029811631442228773 0.008086024668005789 0.030398920775076325 0.23895251049350935 2.0688195170442167
1.0950000000000002 0.00033689295627468697 0.00348706720393282 0.0077608244161823416 0.027282414199215153 0.20001490266786137 1.7639244050460077
1.105 0.0003302778579113712 0.0038840625825255163 0.007510008453370141 0.024841221061099365 0.16990754348245654 1.4717972309188392
1.1150000000000002 0.00035781636304693947 0.0042469718200418794 0.007184465818662009 0.023271572220901923 0.14699824965742514 1.2189819826978834
1.125 0.000341888652389817 0.004506538067266104 0.006818267983000785 0.02179055467198808 0.1272035454260752 1.0121143431167223
1.1350000000000002 0.00034321998309527654 0.004489142468608181 0.006182683814905641 0.02023981067239011 0.11117141816748871 0.8380867515027789
1.145 0.0003207100747822492 0.0039992941322340375 0.0056124106325869845 0.01887273864037834 0.09733550544045722 0.6970372408828881
1.155 0.00025824281471604474 0.003282830873681025 0.005202419190325816 0.017498278163771187 0.08412370887372775 0.5829250308023141
1.165 0.00022345851768615016 0.0023793753738062216 0.0048593119893292885 0.01590324295599278 0.07011781930628519 0.48871338262115194
1.1749999999999998 0.00023081719085369878 0.0018984112493656666 0.004537043826666944 0.014459156723150433 0.0578390308125608 0.4128309100006803
1.185 0.00022604499137509633 0.0016013715822682357 0.004238409225794048 0.012936598871368677 0.048564127724213604 0.3480946167532505
1.1949999999999998 0.0001999838943396757 0.0013392850201836488 0.003938561408042583 0.011545127918638905 0.04187723463198355 0.29981093840701595
1.205 0.00020488527880598283 0.0012197552972015523 0.003573658497386061 0.010394171908128202 0.036344862061491866 0.25742956445464454
1.2149999999999999 0.00024104173029516847 0.0010999606905796933 0.003412490819969948 0.010165850040983847 0.032735880946886876 0.22161987871526256
1.225 0.00022915350374279035 0.0010706019296804637 0.003248438963665504 0.010058788121708543 0.0294864228015252 0.1906889944782517
1.2349999999999999 0.00017646850270756461 0.0009969349111712707 0.003089270754170774 0.010125546544779379 0.02635996601834115 0.16231892301338194
1.245 0.0001233096953886653 0.0008263278212979487 0.002831811862633332 0.009846642383920733 0.024014873407797916 0.13938879951011984
1.255 0.00010272195797042417 0.0007605952492717957 0.0023792854085182983 0.009465682546066582 0.022018726631405458 0.12182486151586167
1.2650000000000001 9.988340346640981e-05 0.0006702792792587001 0.002038387232162148 0.009036292619326144 0.020420950970690313 0.1074737789089646
1.275 9.165931914392511e-05 0.0006018699596287095 0.001777871184320112 0.008429605944405257 0.01920342318063278 0.09743320072107858
1.2850000000000001 7.062969162883362e-05 0.0006122498651158897 0.0015085664621287804 0.008157940864306086 0.018206263565533176 0.0894428987494594
1.295 7.856240021762266e-05 0.0005366720615275179 0.0013625866130522262 0.007682531942045043 0.01731718322494829 0.08272559472941503
1.3050000000000002 8.938422917083287e-05 0.0005616459986440886 0.0013041141389281909 0.0072876638771324324 0.01707219719379648 0.07605839566469658
1.315 8.879022236782018e-05 0.000554894759722824 0.0013139384398724798 0.006907504786834647 0.016799729583287383 0.0710346974768668
1.3250000000000002 7.827890131904838e-05 0.0005461722957613471 0.0012420939019526765 0.006462632712795006 0.015691403965278173 0.0668807458287214
1.335 7.789715634423982e-05 0.0005394593677263242 0.0012785380323463262 0.00618074443202536 0.014759518853313282 0.06373561682990503
1.3450000000000002 8.841804572486929e-05 0.0005439868811381425 0.001341862593046178 0.0058887572755343285 0.012900679090007902 0.06012995999056044
1.355 7.94974277238314e-05 0.0005198527176564521 0.001311079988093389 0.005193275240134093 0.011744019683984554 0.05569704458931047
1.3650000000000002 9.025215782721832e-05 0.0005591462877208392 0.001404617800550269 0.004530113797420364 0.010452950682677941 0.05201266118932128
1.375 9.804335527129064e-05 0.0005135192965973576 0.0013591303293957948 0.004092634620262965 0.00950108455618836 0.04846432253917939
1.3850000000000002 9.334246132775193e-05 0.0004700217189021369 0.0014144424957291278 0.003797765627085551 0.008467992138965728 0.045366546598734556
1.395 7.659782284182143e-05 0.00038240601951658573 0.001512458137679118 0.003552921356029899 0.007558931615752488 0.042577245600764424
1.405 8.484004836203837e-05 0.00040777274065499934 0.0017107884295909143 0.003296447249490718 0.007497902858136308 0.040317898252836736
1.415 9.048514724645963e-05 0.00035144150487161584 0.001956692651016687 0.0030754971599042617 0.007175987614958913 0.03760754542215204
1.4249999999999998 6.389637594532908e-05 0.00032611265178614576 0.0019248716305242392 0.0025519459309625886 0.007022122890450105 0.034449751563051155
1.435 5.846172599734632e-05 0.0003408482343405294 0.0019073718398996283 0.0024462960549993503 0.006912263281762552 0.03140088636018178
1.4449999999999998 7.002813744151839e-05 0.0003180306296780162 0.0018921048104843519 0.0023261239750074192 0.006602893890405867 0.02827545331247812
1.455 6.558936473215755e-05 0.00029277864683927886 0.0017582461626239197 0.0024485299446995934 0.006140202534424489 0.025183240484716266
1.4649999999999999 5.218441022052434e-05 0.00027277369986359885 0.0016459708217427783 0.002598050473492178 0.005743226191639203 0.0229329211732284
1.475 6.182479905490522e-05 0.0002690566175968775 0.0017023259797599648 0.002723644606805434 0.0052520059029878795 0.020808015624736016
1.4849999999999999 6.429782364757348e-05 0.00022627884880701914 0.0017645393147306854 0.0027304781869244466 0.005025900257639134 0.01924304486360132
1.495 5.6293184937347715e-05 0.00024260692197920815 0.0019417069157052558 0.0028009899174910413 0.004742736809696808 0.017757226713661714
1.505 6.332312078361887e-05 0.00022532113911702045 0.0019185452255788273 0.002787089893321974 0.004580612008632149 0.016357801211684755
1.5150000000000001 5.196466279557115e-05 0.00021988550528598158 0.0018326862402263313 0.0027531709787735597 0.0042008469892699535 0.014772217155407887
1.525 5.931941968257404e-05 0.00020739867357119486 0.001488572334073236 0.002819771870432938 0.003940709200644188 0.013511837855737941
1.5350000000000001 7.750269434371602e-05 0.00024880557383550434 0.001243389137586952 0.002965003948851961 0.0037939100939422166 0.012540380876790585
1.545 7.118642614131208e-05 0.00017520104733470803 0.0009786320206088947 0.0031241713587049935 0.003559081199625001 0.011425764061580716
1.5550000000000002 9.554699221003227e-05 0.00028127608986302203 0.0008051728348967101 0.0032983090181466046 0.003358286241147081 0.010235063477507429
1.565 7.788512176419522e-05 0.00015080725566016321 0.0006241691902307915 0.003720420918331201 0.003098347010034075 0.00931712732756611
1.5750000000000002 6.814380986226944e-05 0.0002240238719060029 0.0005587868539421233 0.004165200694750751 0.0030302505425716273 0.008194942132283334
1.585 0.00011281897730560576 0.00039767475064311764 0.000675472888716205 0.004859591714953022 0.0029261987973641457 0.007275828885408944
