# z n_z
1.495000000000000107e+00 1.817039954089628637e-02
1.504999999999999893e+00 1.568732712865576057e-02
1.515000000000000124e+00 1.376400655792845568e-02
1.524999999999999911e+00 1.230585198505951446e-02
1.535000000000000142e+00 1.120443856723103530e-02
1.544999999999999929e+00 1.033354399840633389e-02
1.555000000000000160e+00 9.588468574804467209e-03
1.564999999999999947e+00 8.934339769396559827e-03
1.575000000000000178e+00 8.370630303284946200e-03
1.584999999999999964e+00 7.888005359718690615e-03
1.595000000000000195e+00 7.477417772146987066e-03
1.604999999999999982e+00 7.110504463484369937e-03
1.615000000000000213e+00 6.738682269837349692e-03
1.625000000000000000e+00 6.320655669031017762e-03
1.635000000000000231e+00 5.842669101003707122e-03
1.645000000000000018e+00 5.352141884030929553e-03
1.655000000000000249e+00 4.899482720725928733e-03
1.665000000000000036e+00 4.502654747326050901e-03
1.674999999999999822e+00 4.153147477105025021e-03
1.685000000000000053e+00 3.844536378958126124e-03
1.694999999999999840e+00 3.595649553625725799e-03
1.705000000000000071e+00 3.411970350226699051e-03
1.714999999999999858e+00 3.285967621648993014e-03
1.725000000000000089e+00 3.205222463866781116e-03
1.734999999999999876e+00 3.141585570580337008e-03
1.745000000000000107e+00 3.051882274543300105e-03
1.754999999999999893e+00 2.903973197275821778e-03
1.765000000000000124e+00 2.687211718821492460e-03
1.774999999999999911e+00 2.399528446906109939e-03
1.785000000000000142e+00 2.095206305042764117e-03
1.794999999999999929e+00 1.830358279614696009e-03
1.805000000000000160e+00 1.646931691367249607e-03
1.814999999999999947e+00 1.575596207430245144e-03
1.825000000000000178e+00 1.635865499323975415e-03
1.834999999999999964e+00 1.835933873790732140e-03
1.845000000000000195e+00 2.173103773213652407e-03
1.854999999999999982e+00 2.632550138200624116e-03
1.865000000000000213e+00 3.183732593445784149e-03
1.875000000000000000e+00 3.783849960024222164e-03
1.885000000000000231e+00 4.398649132397363173e-03
1.895000000000000018e+00 4.988703832887455766e-03
1.905000000000000249e+00 5.499118495345857102e-03
1.915000000000000036e+00 5.900023768231045518e-03
1.924999999999999822e+00 6.183431438480260431e-03
1.935000000000000053e+00 6.362654598553381911e-03
1.944999999999999840e+00 6.496199548322344371e-03
1.955000000000000071e+00 6.622699989754743562e-03
1.964999999999999858e+00 6.761603881326068259e-03
1.975000000000000089e+00 6.907170995245878568e-03
1.984999999999999876e+00 7.026644595241339150e-03
1.995000000000000107e+00 7.078197290401492398e-03
2.004999999999999893e+00 7.011607193387735075e-03
2.015000000000000124e+00 6.826500235391143312e-03
2.025000000000000355e+00 6.524995460426116084e-03
2.035000000000000142e+00 6.109974820602275154e-03
2.044999999999999929e+00 5.581738020250934761e-03
2.054999999999999716e+00 4.978842351999654067e-03
2.064999999999999947e+00 4.359488675293253512e-03
2.075000000000000178e+00 3.778814513615643203e-03
2.084999999999999964e+00 3.266565825493530223e-03
2.094999999999999751e+00 2.827569212553085638e-03
2.104999999999999982e+00 2.457242046069316437e-03
2.115000000000000213e+00 2.176657530520458971e-03
2.125000000000000000e+00 2.001821777209821657e-03
2.134999999999999787e+00 1.939010880330135304e-03
2.145000000000000018e+00 1.981593066517974098e-03
2.155000000000000249e+00 2.112344558447416289e-03
2.165000000000000036e+00 2.311441755625761631e-03
2.174999999999999822e+00 2.552383774624244171e-03
2.185000000000000053e+00 2.793282361711645675e-03
2.195000000000000284e+00 2.973565063782811994e-03
2.205000000000000071e+00 3.034951522187127014e-03
2.214999999999999858e+00 2.988205323680338463e-03
2.225000000000000089e+00 2.844682767375503706e-03
2.235000000000000320e+00 2.607436228474732491e-03
2.245000000000000107e+00 2.315901133254364124e-03
2.254999999999999893e+00 2.017117508441051109e-03
2.265000000000000124e+00 1.744475086063380052e-03
2.275000000000000355e+00 1.516624475046678047e-03
2.285000000000000142e+00 1.341792873405380860e-03
2.294999999999999929e+00 1.226008792784574536e-03
2.305000000000000160e+00 1.168860272485167107e-03
2.314999999999999947e+00 1.162412444008498625e-03
2.325000000000000178e+00 1.190921528027411459e-03
2.334999999999999964e+00 1.233288911019070431e-03
2.344999999999999751e+00 1.272192130619789405e-03
2.354999999999999982e+00 1.306802326615254077e-03
2.365000000000000213e+00 1.340598965078371955e-03
2.375000000000000000e+00 1.386993106697039868e-03
2.384999999999999787e+00 1.456656074077954241e-03
2.395000000000000018e+00 1.559725651944660670e-03
2.405000000000000249e+00 1.698047705709604090e-03
2.415000000000000036e+00 1.862063795984165906e-03
2.424999999999999822e+00 2.030722695728143928e-03
2.435000000000000053e+00 2.172366021906850693e-03
2.445000000000000284e+00 2.243571087622416027e-03
2.455000000000000071e+00 2.213147992258421206e-03
2.464999999999999858e+00 2.113744774099671382e-03
2.475000000000000089e+00 1.991904942516309427e-03
2.485000000000000320e+00 1.881541865433280407e-03
2.495000000000000107e+00 1.803290916300322438e-03
2.504999999999999893e+00 1.769541719863253551e-03
2.515000000000000124e+00 1.783388191113689661e-03
2.525000000000000355e+00 1.841019124343538666e-03
2.535000000000000142e+00 1.926967221110968643e-03
2.544999999999999929e+00 2.020424856516689002e-03
2.555000000000000160e+00 2.122570846785928542e-03
2.564999999999999947e+00 2.241682061004272863e-03
2.575000000000000178e+00 2.377691425217797090e-03
2.584999999999999964e+00 2.530436668184126575e-03
2.594999999999999751e+00 2.696533667036585345e-03
2.604999999999999982e+00 2.866313064246360509e-03
2.615000000000000213e+00 3.014751222976802796e-03
2.625000000000000000e+00 3.105818217667151004e-03
2.634999999999999787e+00 3.106205399999862130e-03
2.645000000000000018e+00 3.012560610990699505e-03
2.655000000000000249e+00 2.826696450722811574e-03
2.665000000000000036e+00 2.584224091108953264e-03
2.674999999999999822e+00 2.314967133494024668e-03
2.685000000000000053e+00 2.031052422617181906e-03
2.695000000000000284e+00 1.739059395252924405e-03
2.705000000000000071e+00 1.463984808690132859e-03
2.714999999999999858e+00 1.226200108770519274e-03
2.725000000000000089e+00 1.035350760334698183e-03
2.735000000000000320e+00 8.922918277550120209e-04
2.745000000000000107e+00 7.911767661847274140e-04
2.754999999999999893e+00 7.198099478430541182e-04
2.765000000000000124e+00 6.615809796485467914e-04
2.775000000000000355e+00 6.020263865781280959e-04
2.785000000000000142e+00 5.349687353280951040e-04
2.794999999999999929e+00 4.699983636815085282e-04
2.805000000000000160e+00 4.173834796781788082e-04
2.814999999999999947e+00 3.839366811032412759e-04
2.825000000000000178e+00 3.734864649123788532e-04
2.834999999999999964e+00 3.875770977955343179e-04
2.844999999999999751e+00 4.257863685425051538e-04
2.854999999999999982e+00 4.850011631346968187e-04
2.865000000000000213e+00 5.589658495171843803e-04
2.875000000000000000e+00 6.378716064527614141e-04
2.884999999999999787e+00 7.114176219233460429e-04
2.895000000000000018e+00 7.788360623952488883e-04
2.905000000000000249e+00 8.377039426022274719e-04
2.915000000000000036e+00 8.800388043833900619e-04
2.924999999999999822e+00 8.922717843501922538e-04
2.935000000000000053e+00 8.625881679589888010e-04
2.945000000000000284e+00 8.048053265396935222e-04
2.955000000000000071e+00 7.344886610518373393e-04
2.964999999999999858e+00 6.613274361473756675e-04
2.975000000000000089e+00 5.896376988768892548e-04
2.985000000000000320e+00 5.188925760730475189e-04
2.995000000000000107e+00 4.462470081556836870e-04
